CIK,Fund,Manager,Denomination,CIKs,URL,Fund_zh,Manager_zh,Description,Description_zh,Popularity
1478735,Two Sigma,John Overdeck,"Two Sigma Investments, LP",,https://www.twosigma.com/,,,,,0
1027796,Pzena Investment Management,Richard Pzena,Pzena Investment Management LLC,,https://www.pzena.com/,,,,,0
1671657,Dorsey Asset Management,Pat Dorsey,"Dorsey Asset Management, LLC",,https://dorseyasset.com/,,,,,0
813917,Harris Associates,Bill Nygren,Harris Associates L P,,https://harrisassoc.com/,,,,,0
1535392,Mangrove Partners,Nathaniel August,"Mangrove Partners IM, LLC",,https://mangrovepartners.com/,,,,,0
1061165,Lone Pine Capital,Steve Mandel,Lone Pine Capital LLC,,https://www.lonepinecapital.com/,,,,,0
1081198,Cypress Funds,Michael Wang,Cypress Funds LLC,,https://www.cypress-funds.com/,,,,,0
1595430,Nextech Invest,Alexis Borisy,"Nextech Invest, Ltd.",,https://www.nextechinvest.com/,,,,,0
1953107,Enavate Sciences,James Boylan,"Enavate Sciences GP, LLC",,https://enavatesciences.com/,,,,,0
1727492,Caligan Partners,David Johnson,Caligan Partners LP,,https://www.caliganpartners.com/,,,,,0
2018299,Boxer Capital Management,Aaron Davis,"Boxer Capital Management, LLC",,https://www.boxercap.com/,,,,,0
1423442,O'Shaughnessy Asset Management,James O'Shaughnessy,"O'Shaughnessy Asset Management, LLC",,https://www.osam.com/,,,,,0
1214717,Geode Capital Management,David Lane,"Geode Capital Management, LLC",,https://www.geodecapital.com/,,,,,0
1900110,DGS Capital Management,Ashish Sharma,"DGS Capital Management, LLC",,https://www.dgs.capital/,,,,,0
1115418,RhumbLine Advisers,Denise D'Entremont,RhumbLine Advisers,,https://www.rhumbline.com/,,,,,0
1600064,Tidal Financial Group,Gavin Filmore,Tidal Investments LLC,,https://tidalfinancialgroup.com/,,,,,0
1357955,ProShares Advisors,Michael Sapir,ProShare Advisors LLC,,https://www.proshares.com/,,,,,0
1280043,Summitry,Colin Higgins,Summitry LLC,,https://summitry.com/,,,,,0
1739439,Rockefeller Capital Management,Gregory Fleming,Rockefeller Capital Management L.P.,,https://www.rockco.com/,,,,,0
1061768,Baupost Group,Seth Klarman,Baupost Group LLC/MA,,https://www.baupost.com/,,,,,0
814375,Donald Smith & Co,Donald Smith,"Donald Smith & Co., Inc.",,https://www.donaldsmithandco.com/,,,,,0
1423296,Zuckerman Investment Group,Sherwin Zuckerman,"Zuckerman Investment Group, LLC",,https://zuckermaninvestmentgroup.com/,,,,,0
1731029,Greencape,Jonathan Koh,Greencape Capital Pty Ltd,,https://www.greencapecapital.com.au/,,,,,0
1314273,Avalon Global Asset Management,Nancy Kukacka,Avalon Global Asset Management LLC,,https://avalon-global.com/,,,,,0
1589689,MYDA Advisors,Jason Lieber,MYDA Advisors LLC,,https://mydacapital.com/,,,,,0
1756558,XN,Gaurav Kapadia,XN LP,,https://www.xnlp.com/,,,,,0
1599383,The Windacre Partnership,Snehal Amin,The Windacre Partnership LLC,,http://www.windacre.com/,,,,,0
859804,Wedgewood Partners,David Rolfe,Wedgewood Partners Inc,,https://wedgewoodpartners.com/,,,,,0
1509842,PointState Capital,Zach Schreiber,Pointstate Capital LP,,https://www.bcaresearch.com/marketing/zach-schreiber,,,,,0
1510669,Contour Asset Management,David Meyer,Contour Asset Management LLC,,https://www.contourasset.com/,,,,,0
1665241,Schonfeld Strategic Advisors,Steven Schonfeld,Schonfeld Strategic Advisors LLC,,https://www.schonfeld.com/,,,,,0
1086762,Cobalt Capital Management,Wayne Cooperman,"Cobalt Capital Management, L.P.",,http://www.cobaltcapital.com/,,,,,0
1410830,Matrix Capital Management,David Goel,"Matrix Capital Management Company, LP",,https://www.linkedin.com/company/matrix-capital-management-llc,,,,,0
1484043,Ithaka Group,William Johnson,Ithaka Group LLC,,https://www.ithakagroup.com/,,,,,0
1642575,Squarepoint,Maxime Fortin,Squarepoint Ops LLC,,https://www.squarepoint-capital.com/,,,,,0
1910179,GHE LLC,Robert Hunt,"GHE, LLC",,https://merc-invest.com/,,,,,0
1274173,Janus Henderson Investors,Ali Dibadj,Janus Henderson Group PLC,,https://www.janushenderson.com/,,,,,0
354204,Dimensional Fund Advisors,David Booth,Dimensional Fund Advisors LP,,https://www.dimensional.com/,,,,,0
1846677,Nellore Capital Management,Sakya Duvvuru,Nellore Capital Management LLC,,https://www.linkedin.com/company/nellore-capital-management/,,,,,0
1698060,Gobi Capital,Thomas Tsao,Gobi Capital LLC,,https://gobi.vc/,,,,,0
1389507,Discovery Capital Management,Robert Citrone,"Discovery Capital Management, LLC",,https://discoverycapitalmanagement.com/,,,,,0
1034524,Polen Capital,Stan Moss,"Polen Capital Management, LLC",,https://www.polencapital.com/,,,,,0
1802882,Harrell Investment Partners,Brian Harrell,"Harrell Investment Partners, LLC",,https://harrellpartners.com/,,,,,0
1954551,Warther Private Wealth,Robert Warther,"Warther Private Wealth, LLC",,http://www.wartherprivatewealth.com/,,,,,0
1574886,Teewinot Capital Advisers,Michael Moriarty,"Teewinot Capital Advisers, L.L.C.",,https://teewinotfunds.com/,,,,,0
1104883,Sirios Capital Management,John Brennan,Sirios Capital Management LP,,https://www.sirioslp.com/,,,,,0
1077428,Texas Capital Bancshares,Rob Holmes,Texas Capital Bancshares Inc/TX,,https://texascapitalbank.com/,,,,,0
1838211,Venator Capital Management,Brandon Osten,Venator Capital Management Ltd.,,https://venator.ca/,,,,,0
1393825,Hudson Bay Capital Management,Sander Gerber,Hudson Bay Capital Management LP,,https://www.hudsonbaycapital.com/,,,,,0
1326389,Polar Asset Management,Bill Peckford,Polar Asset Management Partners Inc.,,https://polaramp.com/,,,,,0
1859388,Franchise,Oleksandr Alieksieienko,Franchise Capital Ltd,,https://franchise-capital.com/,,,,,0
1224962,Perceptive Advisors,Joseph Edelman,Perceptive Advisors LLC,,https://www.perceptivelife.com/,,,,,0
938592,"Moody, Lynn, Lieberson & Walker",Michael Moody & Martin Lynn,"Moody Lynn & Lieberson, LLC",,https://moodylynn.com/,,,,,0
1423686,Cadian Capital Management,Eric Bannasch,"Cadian Capital Management, LP",,https://www.cadiancap.com/,,,,,0
1747057,D1 Capital Partners,Daniel Sundheim,D1 Capital Partners L.P.,,https://portal.d1capital.com/,,,,,0
1729254,FrontRow Advisors,Michael Reid Vogel,Front Row Advisors LLC,,https://www.frontrowadvisors.com/,,,,,0
1165408,Adage Capital Partners,Robert Atchison & Phillip Gross,"Adage Capital Management, L.P.",,https://www.adagecapital.com/,,,,,0
2066260,Bosman Wealth Management,Mike Bosman,"Bosman Wealth Management, LLC",,https://bosmanwealth.com/,,,,,0
1353312,Tremblant Capital,Brett Barakett,Tremblant Capital Group,,https://www.tremblantcapital.com/,,,,,0
1547007,Dorsal Capital Management,Ryan Frick,"Dorsal Capital Management, LP",,https://www.linkedin.com/company/dorsal-capital-management-llc/,,,,,0
1346824,RA Capital Management,Peter Kolchinsky,"RA Capital Management, L.P.",,https://www.racap.com/,,,,,0
1631014,AltaRock Partners,Mark Massey,Altarock Partners LP,,https://www.altarockpartners.com/,,,,,0
2011221,Darden Wealth Group,Andrea Darden,Darden Wealth Group Inc,,https://dardenwealth.com/,,,,,0
1443689,Senator Investment Group,Alex Klabin,Senator Investment Group LP,,https://clients.senatorlp.com/,,,,,0
1740839,Gables Capital Management,Eric McKenna,Gables Capital Management Inc.,,https://www.gablescapital.com/,,,,,0
872098,Chapin Davis,Michael Hildreth,"Chapin Davis, Inc.",,https://chapindavis.com/,,,,,0
1834874,Audent Global Asset Management,Paul Feinstein,"Audent Global Asset Management, LLC",,https://www.audentgam.com/,,,,,0
945631,Eagle Capital Management,Boykin Curry,Eagle Capital Management LLC,,https://www.eaglecap.com/,,,,,0
1479465,Farley Capital,Stephen Farley,Farley Capital L.P.,,https://www.farleycap.com/,,,,,0
1912187,RDST Capital,Brian David Pirie,RDST Capital LLC,,https://readestreet.com/,,,,,0
1633445,Trexquant,Tyger Park,Trexquant Investment LP,,https://trexquant.com/,,,,,0
1510668,Crystal Rock Capital Management,Jay Freedman,Crystal Rock Capital Management,,http://www.crystalrockcap.com/,,,,,0
2042565,WIM Investment Management,Guy McGlashan,WIM Investment Management Ltd,,https://www.w1m.com/,,,,,0
1584801,YCG Investments,Brian Yacktman,"YCG, LLC",,https://ycginvestments.com/,,,,,0
906304,Royce Investment Partners,Chuck Royce,Royce & Associates LP,,https://www.royceinvest.com/,,,,,0
1421097,Samlyn Capital,Robert Pohly,"Samlyn Capital, LLC",,https://www.samlyncapital.com/,,,,,0
1591744,Shellback Capital,Jon Hilsabeck,"Shellback Capital, LP",,http://www.shellback.com/,,,,,0
1388838,Dalton Investments,Jamie Rosenwald,"Dalton Investments, Inc.",,https://www.daltoninvestments.com/,,,,,0
1410833,Night Owl Capital,John Kim,"Night Owl Capital Management, LLC",,https://nightowlcapital.com/,,,,,0
1276470,Corsair Capital Management,Jay Petschek,"Corsair Capital Management, L.P.",,https://www.corsaircap.com/,,,,,0
1572748,Marathon Trading,Peter James Viscardo,Marathon Trading Investment Management LLC,,https://www.linkedin.com/company/marathon-trading/,,,,,0
1362255,Goodnow Investment Group,Peter Gavey,"Goodnow Investment Group, LLC",,https://www.goodnow.com/,,,,,0
1614704,RiverPark Capital,Mordecai Alan Schaja,Riverpark Capital Management LLC,,https://riverparkvc.com/,,,,,0
1323645,Capital Fund Management,Marc Potters & Jacques Saulière,Capital Fund Management,,https://www.cfm.com/,,,,,0
1352272,Miura,Francisco Alfaro,"Miura Global Management, LLC",,https://miura.partners/en/,,,,,0
1878547,Carmel Capital Management,West Whittaker,Carmel Capital Management L.L.C.,,https://carmelcapital.com/,,,,,0
1438848,GAM Investments,Albert Saporta,GAM Holding AG,,https://www.gam.com/,,,,,0
1291318,Oversea-Chinese Banking Corp,Helen Wong,Oversea-Chinese Banking Corp Ltd,,https://www.ocbc.com/,,,,,0
1055951,OrbiMed,Samuel Isaly,OrbiMed Advisors LLC,,https://www.orbimed.com/,,,,,0
947996,Olstein Funds,Robert Olstein,"Olstein Capital Management, L.P.",,https://www.olsteinfunds.com/,,,,,0
1750423,Henry James International Management,James O'Leary,Henry James International Management Inc.,,https://www.hj-intl.com/,,,,,0
1422848,Capital Research Global Investors,Mike Gitlin,Capital Research Global Investors,,https://www.capitalgroup.com/,,,,,0
1744347,Vident Advisory,Vince Birley,"Vident Advisory, LLC",,https://videntam.com/,,,,,0
1659380,Sender Company & Partners,Adam Sender,"Sender Co & Partners, Inc.",,https://www.sendercompany.com/,,,,,0
1901929,Trevian Wealth Management,Phil Swisher,Trevian Wealth Management LLC,,https://www.trevianwealth.com/,,,,,0
1119032,Harvey Capital Management,Robert Harvey,Harvey Capital Management Inc,,https://harveycapital.com/,,,,,0
1841015,Rutherford Investment Management,William Rutherford,WD Rutherford LLC,,https://rutherfordinvestment.com/,,,,,0
1269950,Deltec Asset Management,Arthur Byrnes & John Gordon,Deltec Asset Management LLC,,https://www.deltec-ny.com/,,,,,0
2040901,Financially Speaking,Phil Luccock,Financially Speaking Inc,,https://financiallyspeakinginc.com/,,,,,0
844150,NatWest Group,Paul Thwaite,Natwest Group PLC,,https://www.natwestgroup.com/,,,,,0
1728278,One Madison Group,Omar Asali,One Madison Group LLC,,https://www.onemadisongroup.com/,,,,,0
1068837,Voya Investment Management,Matthew Toms,Voya Investment Management LLC,,https://investments.voya.com/,,,,,0
1660773,Amansa Capital,Akash Prakash,Amansa Capital Pte. Ltd.,,https://www.amansacapital.com/,,,,,0
2059321,PKO TFI,Rafał Madej,PKO Investment Management Joint-Stock Co,,https://www.pkotfi.pl/,,,,,0
1548882,Eos Partners,Brian Young & Steven Friedman,"Eos Management, L.P.",,http://www.eospartners.com/,,,,,0
1452689,Valiant Capital,Chris Hansen,"Valiant Capital Management, L.P.",,https://www.valiantcapital.com/,,,,,0
1389875,Newbrook Capital Advisors,Robert Boucai,Newbrook Capital Advisors LP,,https://newbrookcapital.com/,,,,,0
1387818,Barton Investment Management,Jay Barton Riley,Barton Investment Management,,https://bartonim.com/,,,,,0
1847566,Absoluto Partners,José Zitelmann,Absoluto Partners Gestao de Recursos Ltda,,https://www.absolutopartners.com/,,,,,0
2040353,Kera Capital,George Choe,"Kera Capital Partners, Inc.",,https://www.keracapital.com/,,,,,0
1963355,Caitong Asset Management,Qicheng Zhang,"Caitong International Asset Management Co., Ltd",,https://www.ctzg.com/,,,,,0
2078353,October Effect,Frank Tehel,October Effect Ltd,,https://www.financialplanning-vab.com/,,,,,0
1088875,Baillie Gifford,Tim Campbell,Baillie Gifford & Co,,https://www.bailliegifford.com/,,,,,0
2055557,Mountain Hill Investment Partners,Andy Kaiser,Mountain Hill Investment Partners Corp.,,https://mhipartners.com/,,,,,0
1738723,West Branch,Ayaz Mahmud,West Branch Capital LLC,,https://www.westbranchcapital.com/,,,,,0
1037353,Pathway Capital Management,Douglas Le Bon,"Pathway Capital Management, LP",,https://pathwaycapital.com/,,,,,0
1323414,Pacific Heights,Michael Cuggino,Pacific Heights Asset Management LLC,,https://www.permanentportfoliofunds.com/,,,,,0
1858789,Yousif Capital Management,Kevin Yousif,"Yousif Capital Management, LLC",,https://www.yousifcapital.com/,,,,,0
1997464,Marex Group,Ian Lowitt,Marex Group plc,,https://www.marex.com/,,,,,0
2054496,Eleva Capital,Eric Bendahan,Eleva Capital SAS,,https://www.elevacapital.com/,,,,,0
1633603,All-Stars Investment,Richard Ji,All-Stars Investment Ltd,,https://www.allstarsinvestment.com/,,,,,0
1666504,Fiduciary Wealth Partners,Preston McSwain,"Fiduciary Wealth Partners, LLC",,https://fwpwealth.com/,,,,,0
2020280,Fiduciary Family Office,Kathleen Grace,"Fiduciary Family Office, LLC",,https://www.fiduciaryfo.com/,,,,,0
2019841,Stone Ridge Asset Management,Ross Stevens,Stone Ridge Holdings Group LP,,https://www.stoneridgeam.com/,,,,,0
1475365,Sumitomo Mitsui Trust Group,Toru Takakura,"Sumitomo Mitsui Trust Group, Inc.",,https://www.smtg.jp/english/,,,,,0
1832521,Castellan Group,Barry Brauch,Castellan Group,,https://castellangroup.com/,,,,,0
1005354,Virginia Retirement Systems,Trish Bishop,Virginia Retirement Systems Et Al,,https://www.varetire.org/,,,,,0
1767686,Yarbrough Capital,Jon Yarbrough,"Yarbrough Capital, LLC",,https://www.yarbroughcap.com/,,,,,0
2090468,Meadowbrook Wealth Management,Thomas Efthimiou,"Meadowbrook Wealth Management, LLC",,http://www.meadowbrookwealth.com/,,,,,0
1815344,Hestia Capital Management,Kurt Wolf,"Hestia Capital Management, LLC",,https://www.hestiacapital.com/,,,,,0
2080247,Pinpoint Asset Management,Wang Qiang,Pinpoint Asset Management (Singapore) Pte. Ltd.,,https://www.pinpointfund.com/,,,,,0
2067954,QTR Family,Desaree Tatum,"QTR Family Wealth, LLC",,https://www.qtrfamily.com/,,,,,0
1742647,Moerus Capital Management,Amit Wadhwaney,Moerus Capital Management LLC,,https://www.moeruscap.com/,,,,,0
727117,Builder Investment Group,Allen Builder,Builder Investment Group Inc /ADV,,https://big-inc.com/,,,,,0
1276918,Zevenbergen Capital Investments,Nancy Zevenbergen,Zevenbergen Capital Investments LLC,,https://www.zci.com/,,,,,0
1714267,Thames Capital Management,Jay Genzer,Thames Capital Management LLC,,https://thamescapitalmanagement.com/,,,,,0
1962838,Schear Investment Advisers,Neal Schear,"Schear Investment Advisers, LLC",,https://www.schearandschear.com/,,,,,0
2025905,Generate Investment Management,Henry Tongue,Generate Investment Management Ltd,,https://www.generationim.com/,,,,,0
1722053,CenterStar Asset Management,Michelin Sloneker,"CenterStar Asset Management, LLC",,https://centerstaram.com/,,,,,0
2042502,Kiker Wealth Management,Paul Kiker,"Kiker Wealth Management, LLC",,https://kikerwealth.com/,,,,,0
1919749,Carter Financial Group,Kevin Carter,"Carter Financial Group, INC.",,https://www.carterfinancialgroup.com/,,,,,0
1290162,QVT Financial,Dan Gold,QVT Financial LP,,https://qvt.com/,,,,,0
1970075,LBP AM,Emmanuelle Mourey,LBP AM SA,,https://www.lbpam.com/en,,,,,0
1843294,WMP,Michael Ward,"Wealth Management Partners, LLC",,https://wmp.nl/,,,,,0
1844250,Purus Wealth Management,Mark Larsen,"Purus Wealth Management, LLC",,https://www.puruswealthmanagement.com/,,,,,0
2031590,Ripple Effect Asset Management,Ravi Bellur,Ripple Effect Asset Management LP,,https://rippleeffectasset.com/,,,,,0
1619124,Cardano,Harold Naus,Cardano Risk Management B.V.,,https://www.cardano.nl/,,,,,0
2056566,AGP Franklin,Charles David Crouch,"AGP Franklin, LLC",,https://www.aspengroveassetmanagement.com/,,,,,0
1996454,QRG Capital Management,Brandon Thomas,"QRG Capital Management, Inc.",,https://www.envestnet.com/qrg/,,,,,0
2046822,Sharpepoint,Brian Robinson,Sharpepoint LLC,,https://sharpepoint.com/,,,,,0
1842665,Halter Ferguson Financial,Scott Ferguson,Halter Ferguson Financial Inc.,,https://www.hffinancial.com/,,,,,0
2058426,Corient IA,Kurt MacAlpine,Corient IA LLC,,https://corient.com/,,,,,0
2033334,North of South Capital,Matt Linsey,North of South Capital LLP,,https://www.northofsouth.com/,,,,,0
1389958,PEAK6,Matt Hulsizer,PEAK6 LLC,,https://www.peak6.com/,,,,,0
2029708,Avenir Technology,Li Lin,Avenir Tech Limited,,https://www.avenir-technology.com/,,,,,0
1535096,Tree Line Advisors,Zaheer Abbas Sitabkhan,Tree Line Advisors (Hong Kong) Ltd.,,https://www.treelineim.com/,,,,,0
1919332,ParaFi Capital,Ben Forman,ParaFi Capital LP,,https://parafi.com/,,,,,0
1818044,AF Advisors,Jeff Adams,"AF Advisors, Inc.",,https://af-advisors.com/,,,,,0
2009539,Rakuten Securities,Yuji Kusunoki,"Rakuten Securities, Inc.",,https://global.rakuten.com/,,,,,0
1906719,Lynch Asset Management,Mark Lynch,"Lynch Asset Management, Inc.",,https://lynchassetmanagement.com/,,,,,0
2053303,Peregrine Investment Management,Tom Antony,Peregrine Investment Management Inc,,https://peregrineinv.com/,,,,,0
2058093,Infinitum Partners,John Yetimoglu,"Infinitum Asset Management, LLC",,https://infinitumpartners.com/,,,,,0
2035232,BLKBRD Asset Management,Daniel Izzo,"BLKBRD Asset Management, LP",,https://www.blkbrdlp.com/,,,,,0
1770120,JNE Partners,Jonathan Esfandi,JNE Partners LLP,,https://www.jnepartners.com/,,,,,0
1129919,ProFunds,Michael Sapir,Profund Advisors LLC,,https://www.profunds.com/,,,,,0
1680843,Nightview Capital,Arne Alsin,"Nightview Capital, LLC",,https://www.nightviewcapital.com/,,,,,0
1985479,Linonia Partners,Philip Arthur Uhde,Linonia Partners Fund LP,,https://linonia.com/,,,,,0
2054122,Longaeva Partners,Peter Goodwin,"Longaeva Partners, LP",,https://www.longaeva.com/,,,,,0
1633799,Nishkama Capital,Ravee Mehta,"Nishkama Capital, LLC",,https://www.nishkama.com/,,,,,0
1680964,SoMa Equity Partners,Gil Simon,SoMa Equity Partners LP,,https://www.somaequity.com/,,,,,0
1904897,Styrax Capital,Soly Vahabzadeh,"Styrax Capital, LP",,https://www.linkedin.com/company/styrax-capital-lp,,,,,0
2014039,Triata Capital,Sean Ho,Triata Capital Ltd,,https://www.triatacapital.com/,,,,,0
2045724,Situational Awareness,Leopold Aschenbrenner,Situational Awareness LP,,https://situationalawarenesslp.com/,,,,,0
2065849,Yukon Wealth Management,John Hanahan,"Yukon Wealth Management, Inc.",,https://www.yukoncm.com/,,,,,0
2079812,Tripletail Wealth,Erik Bonnett,"Tripletail Wealth Management, LLC",,https://www.tripletailwealth.com/,,,,,0
1755784,TenCore,Girish Bhakoo,"TenCore Partners, LP",,https://www.tencorepartners.com/,,,,,0
53417,Jennison Associates,Jeffrey Becker,Jennison Associates LLC,,https://www.jennison.com/,,,,,0
1569395,Mirae Asset Global Investments,Hyeon Joo Park,"Mirae Asset Global Investments Co., Ltd.",,https://investments.miraeasset.eu/,,,,,0
1803054,NWK,Theo Rabe,"NWK Group, Inc.",,https://www.nwkgroup.com/,,,,,0
1480751,Amova,Stefanie Drews,"Amova Asset Management Americas, Inc.",,https://www.amova-sec.com/,,,,,0
1389544,Allen Operations,Herbert Allen III,Allen Operations LLC,,https://www.allenandcompany.net/,,,,,0
1766791,GrandView,Bruce Smith,Grandview Asset Management LLC,,https://www.grandviewassetmanagement.com/,,,,,0
1910456,Lynx1,Weston Nichols,Lynx1 Capital Management LP,,https://lynxcap.com/,,,,,0
2049221,ABC Arbitrage,Dominique Ceolin,ABC Arbitrage SA,,https://www.abc-arbitrage.com/,,,,,0
1644465,Glenmede,Elizabeth Eldridge,"Glenmede Investment Management, LP",,https://www.glenmedeim.com/,,,,,0
2065606,Notable Capital,Glenn Solomon & Jeff Richards,"Notable Capital Management, L.L.C.",,https://www.notablecap.com/,,,,,0
1316507,Calamos Investments,John Koudounis,Calamos Advisors LLC,,https://www.calamos.com/,,,,,0
2077080,Midwest Trust,Bradley Bergman,Midwest Trust Co,,https://www.midwesttrust.com/,,,,,0
918893,Rosenblum-Silverman-Sutton SF,Barbara Rosenblum,Rosenblum Silverman Sutton S F Inc /CA,,https://www.rssic.com/,,,,,0
1799544,Hoey Investments,Fran Hoey,"Hoey Investments, Inc",,https://www.hoeyinvestments.com/,,,,,0
919192,Amalgamated Bank,Priscilla Sims Brown,Amalgamated Bank,,https://www.amalgamatedbank.com/,,,,,0
1274419,Banque CIC,Daniel Baal,Credit Industriel et Commercial,,https://www.cic.fr/,,,,,0
812291,Mizuho USA,Jerry Rizzieri,Mizuho Securities USA LLC,,https://www.mizuhogroup.com/securities,,,,,0
1847582,TMT General Partner,Qin Liu,TMT General Partner Ltd.,,https://www.5ycap.com/,,,,,0
2077718,Sullivan Wood,James Arnold Sullivan,Sullivan Wood Capital Management,,https://www.sullivanwood.com/,,,,,0
1729829,Qube Research & Technologies,Pierre-Yves Morlat,Qube Research & Technologies Ltd,,https://www.qube-rt.com/,,,,,0
1172779,Dock Street,Daniel Ogden,Dock Street Asset Management Inc,,https://dockstreet.com/,,,,,0
93751,State Street,State Street,State Street Corporation,,https://statestreet.com/,,,,,0
1595888,Jane Street,Jane Street,"Jane Street Capital, LLC",,https://www.janestreet.com/,,,,,0
2012383,BlackRock,BlackRock,"BlackRock, Inc.",,https://www.blackrock.com/,,,,,0
1795097,Privium,Clayton Heijman,Privium Fund Management B.V.,,https://www.priviumfund.com/,,,,,0
